id	y_hat
13756	pos
13757	pos
13758	neg
13759	pos
13760	pos
13761	pos
13762	pos
13763	pos
13764	pos
13765	neg
13766	neg
13767	pos
13768	neg
13769	pos
13770	pos
13771	pos
13772	neg
13773	pos
13774	pos
13775	pos
13776	neg
13777	neg
13778	pos
13779	neg
13780	neg
13781	neg
13782	neg
13783	pos
13784	pos
13785	pos
13786	pos
13787	neg
13788	pos
13789	neg
13790	pos
13791	pos
13792	pos
13793	neg
13794	pos
13795	pos
13796	pos
13797	neg
13798	pos
13799	pos
13800	pos
13801	neg
13802	pos
13803	pos
13804	pos
13805	pos
13806	pos
13807	pos
13808	pos
13809	pos
13810	neg
13811	neg
13812	pos
13813	neg
13814	pos
13815	neg
13816	pos
13817	pos
13818	pos
13819	pos
13820	neg
13821	neg
13822	neg
13823	neg
13824	pos
13825	neg
13826	pos
13827	pos
13828	neg
13829	pos
13830	pos
13831	neg
13832	neg
13833	neg
13834	neg
13835	pos
13836	pos
13837	neg
13838	pos
13839	pos
13840	pos
13841	neg
13842	neg
13843	neg
13844	pos
13845	pos
13846	pos
13847	pos
13848	pos
13849	neg
13850	neg
13851	pos
13852	neg
13853	neg
13854	pos
13855	neg
13856	pos
13857	neg
13858	pos
13859	neg
13860	pos
13861	neg
13862	neg
13863	pos
13864	neg
13865	neg
13866	neg
13867	pos
13868	pos
13869	neg
13870	pos
13871	neg
13872	pos
13873	pos
13874	neg
13875	neg
13876	neg
13877	neg
13878	neg
13879	pos
13880	neg
13881	neg
13882	neg
13883	neg
13884	neg
13885	neg
13886	pos
13887	neg
13888	pos
13889	pos
13890	pos
13891	pos
13892	neg
13893	neg
13894	pos
13895	neg
13896	pos
13897	pos
13898	pos
13899	pos
13900	pos
13901	neg
13902	pos
13903	neg
13904	neg
13905	neg
13906	pos
13907	neg
13908	neg
13909	neg
13910	pos
13911	neg
13912	neg
13913	pos
13914	neg
13915	neg
13916	pos
13917	neg
13918	pos
13919	neg
13920	neg
13921	neg
13922	neg
13923	pos
13924	pos
13925	neg
13926	pos
13927	pos
13928	neg
13929	pos
13930	pos
13931	neg
13932	pos
13933	neg
13934	neg
13935	neg
13936	pos
13937	neg
13938	pos
13939	neg
13940	pos
13941	pos
13942	pos
13943	pos
13944	neg
13945	pos
13946	neg
13947	neg
13948	pos
13949	pos
13950	pos
13951	neg
13952	pos
13953	pos
13954	pos
13955	neg
13956	pos
13957	neg
13958	neg
13959	neg
13960	pos
13961	pos
13962	neg
13963	pos
13964	pos
13965	pos
13966	neg
13967	pos
13968	neg
13969	pos
13970	pos
13971	pos
13972	neg
13973	neg
13974	pos
13975	pos
13976	neg
13977	neg
13978	pos
13979	neg
13980	pos
13981	pos
13982	neg
13983	neg
13984	neg
13985	neg
13986	pos
13987	neg
13988	neg
13989	pos
13990	pos
13991	neg
13992	neg
13993	neg
13994	neg
13995	neg
13996	neg
13997	neg
13998	pos
13999	neg
14000	pos
14001	pos
14002	pos
14003	pos
14004	pos
14005	pos
14006	neg
14007	neg
14008	neg
14009	pos
14010	pos
14011	neg
14012	pos
14013	pos
14014	neg
14015	pos
14016	pos
14017	neg
14018	neg
14019	neg
14020	neg
14021	pos
14022	neg
14023	neg
14024	neg
14025	neg
14026	neg
14027	pos
14028	neg
14029	pos
14030	pos
14031	pos
14032	pos
14033	pos
14034	pos
14035	pos
14036	neg
14037	neg
14038	neg
14039	neg
14040	neg
14041	neg
14042	pos
14043	pos
14044	neg
14045	pos
14046	pos
14047	pos
14048	pos
14049	neg
14050	pos
14051	pos
14052	pos
14053	pos
14054	neg
14055	pos
14056	neg
14057	neg
14058	pos
14059	neg
14060	neg
14061	neg
14062	pos
14063	neg
14064	pos
14065	pos
14066	pos
14067	neg
14068	neg
14069	pos
14070	pos
14071	neg
14072	neg
14073	pos
14074	neg
14075	neg
14076	pos
14077	pos
14078	neg
14079	neg
14080	neg
14081	neg
14082	pos
14083	pos
14084	pos
14085	pos
14086	pos
14087	pos
14088	neg
14089	pos
14090	pos
14091	pos
14092	neg
14093	neg
14094	pos
14095	neg
14096	neg
14097	neg
14098	neg
14099	pos
14100	neg
14101	pos
14102	pos
14103	pos
14104	neg
14105	pos
14106	neg
14107	neg
14108	pos
14109	neg
14110	neg
14111	pos
14112	neg
14113	pos
14114	pos
14115	pos
14116	neg
14117	pos
14118	neg
14119	pos
14120	pos
14121	neg
14122	neg
14123	pos
14124	neg
14125	neg
14126	neg
14127	pos
14128	pos
14129	neg
14130	pos
14131	pos
14132	neg
14133	neg
14134	neg
14135	pos
14136	pos
14137	pos
14138	pos
14139	pos
14140	neg
14141	neg
14142	pos
14143	pos
14144	neg
14145	neg
14146	pos
14147	neg
14148	pos
14149	pos
14150	pos
14151	pos
14152	neg
14153	pos
14154	neg
14155	pos
14156	neg
14157	neg
14158	neg
14159	neg
14160	pos
14161	pos
14162	neg
14163	neg
14164	pos
14165	neg
14166	neg
14167	pos
14168	pos
14169	pos
14170	pos
14171	pos
14172	neg
14173	neg
14174	neg
14175	pos
14176	pos
14177	pos
14178	pos
14179	neg
14180	neg
14181	pos
14182	pos
14183	pos
14184	pos
14185	pos
14186	neg
14187	neg
14188	neg
14189	neg
14190	neg
14191	pos
14192	pos
14193	pos
14194	pos
14195	pos
14196	pos
14197	neg
14198	pos
14199	neg
14200	neg
14201	neg
14202	pos
14203	neg
14204	pos
14205	neg
14206	neg
14207	pos
14208	neg
14209	pos
14210	pos
14211	neg
14212	pos
14213	pos
14214	pos
14215	pos
14216	pos
14217	neg
14218	pos
14219	pos
14220	pos
14221	pos
14222	neg
14223	neg
14224	neg
14225	neg
14226	pos
14227	pos
14228	pos
14229	pos
14230	neg
14231	neg
14232	pos
14233	neg
14234	neg
14235	neg
14236	pos
14237	pos
14238	neg
14239	pos
14240	pos
14241	neg
14242	neg
14243	neg
14244	pos
14245	pos
14246	neg
14247	neg
14248	neg
14249	pos
14250	neg
14251	pos
14252	neg
14253	pos
14254	pos
14255	neg
14256	pos
14257	pos
14258	neg
14259	pos
14260	pos
14261	neg
14262	pos
14263	neg
14264	neg
14265	pos
14266	neg
14267	pos
14268	neg
14269	neg
14270	neg
14271	pos
14272	neg
14273	neg
14274	pos
14275	neg
14276	pos
14277	pos
14278	pos
14279	pos
14280	neg
14281	neg
14282	pos
14283	pos
14284	neg
14285	pos
14286	neg
14287	pos
14288	pos
14289	neg
14290	pos
14291	pos
14292	pos
14293	pos
14294	pos
14295	pos
14296	neg
14297	pos
14298	pos
14299	pos
14300	pos
14301	pos
14302	pos
14303	neg
14304	neg
14305	neg
14306	neg
14307	neg
14308	pos
14309	neg
14310	neg
14311	pos
14312	neg
14313	pos
14314	neg
14315	pos
14316	pos
14317	pos
14318	neg
14319	neg
14320	pos
14321	neg
14322	pos
14323	neg
14324	pos
14325	pos
14326	neg
14327	pos
14328	neg
14329	pos
14330	pos
14331	pos
14332	neg
14333	neg
14334	neg
14335	neg
14336	neg
14337	pos
14338	pos
14339	neg
14340	pos
14341	neg
14342	pos
14343	neg
14344	pos
14345	pos
14346	neg
14347	pos
14348	neg
14349	pos
14350	pos
14351	neg
14352	neg
14353	neg
14354	pos
14355	neg
14356	neg
14357	neg
14358	pos
14359	neg
14360	pos
14361	neg
14362	pos
14363	pos
14364	neg
14365	neg
14366	pos
14367	pos
14368	neg
14369	neg
14370	pos
14371	pos
14372	neg
14373	pos
14374	neg
14375	pos
14376	pos
14377	pos
14378	pos
14379	neg
14380	pos
14381	neg
14382	pos
14383	pos
14384	neg
14385	neg
14386	neg
14387	neg
14388	neg
14389	neg
14390	neg
14391	neg
14392	pos
14393	pos
14394	pos
14395	pos
14396	pos
14397	pos
14398	pos
14399	neg
14400	pos
14401	neg
14402	pos
14403	neg
14404	pos
14405	neg
14406	pos
14407	neg
14408	pos
14409	pos
14410	neg
14411	pos
14412	pos
14413	neg
14414	pos
14415	pos
14416	neg
14417	neg
14418	neg
14419	neg
14420	pos
14421	neg
14422	pos
14423	pos
14424	pos
14425	pos
14426	neg
14427	neg
14428	pos
14429	pos
14430	pos
14431	neg
14432	neg
14433	pos
14434	neg
14435	neg
14436	pos
14437	pos
14438	neg
14439	pos
14440	neg
14441	neg
14442	neg
14443	pos
14444	pos
14445	neg
14446	pos
14447	pos
14448	neg
14449	neg
14450	neg
14451	pos
14452	neg
14453	pos
14454	pos
14455	neg
14456	neg
14457	pos
14458	pos
14459	pos
14460	neg
14461	pos
14462	pos
14463	neg
14464	neg
14465	pos
14466	neg
14467	pos
14468	pos
14469	pos
14470	pos
14471	neg
14472	neg
14473	neg
14474	neg
14475	pos
14476	neg
14477	pos
14478	pos
14479	pos
14480	pos
14481	neg
14482	pos
14483	pos
14484	neg
14485	neg
14486	neg
14487	pos
14488	pos
14489	neg
14490	neg
14491	neg
14492	neg
14493	pos
14494	neg
14495	pos
14496	neg
14497	neg
14498	neg
14499	pos
14500	neg
14501	neg
14502	pos
14503	pos
14504	pos
14505	pos
14506	pos
14507	neg
14508	pos
14509	pos
14510	pos
14511	neg
14512	pos
14513	pos
14514	neg
14515	neg
14516	pos
14517	pos
14518	neg
14519	neg
14520	pos
14521	pos
14522	neg
14523	pos
14524	pos
14525	pos
14526	pos
14527	neg
14528	pos
14529	neg
14530	pos
14531	neg
14532	pos
14533	neg
14534	pos
14535	neg
14536	neg
14537	neg
14538	pos
14539	neg
14540	neg
14541	pos
14542	pos
14543	neg
14544	pos
14545	neg
14546	neg
14547	neg
14548	neg
14549	pos
14550	neg
14551	neg
14552	neg
14553	pos
14554	pos
14555	pos
14556	pos
14557	pos
14558	pos
14559	pos
14560	neg
14561	neg
14562	pos
14563	pos
14564	neg
14565	neg
14566	pos
14567	pos
14568	pos
14569	pos
14570	neg
14571	neg
14572	neg
14573	neg
14574	pos
14575	neg
14576	pos
14577	neg
14578	neg
14579	neg
14580	pos
14581	pos
14582	neg
14583	neg
14584	neg
14585	neg
14586	pos
14587	neg
14588	neg
14589	pos
14590	pos
14591	pos
14592	neg
14593	pos
14594	neg
14595	neg
14596	neg
14597	pos
14598	pos
14599	pos
14600	neg
14601	pos
14602	neg
14603	pos
14604	neg
14605	neg
14606	pos
14607	neg
14608	neg
14609	pos
14610	neg
14611	neg
14612	pos
14613	pos
14614	neg
14615	pos
14616	neg
14617	pos
14618	pos
14619	pos
14620	pos
14621	neg
14622	neg
14623	pos
14624	neg
14625	pos
14626	neg
14627	pos
14628	pos
14629	neg
14630	pos
14631	neg
14632	neg
14633	pos
14634	neg
14635	neg
14636	neg
14637	neg
14638	pos
14639	pos
14640	pos
14641	neg
14642	neg
14643	neg
14644	pos
14645	neg
14646	pos
14647	pos
14648	pos
14649	neg
14650	neg
14651	neg
14652	pos
14653	neg
14654	neg
14655	pos
14656	pos
14657	pos
14658	pos
14659	neg
14660	pos
14661	pos
14662	pos
14663	pos
14664	pos
14665	pos
14666	pos
14667	neg
14668	neg
14669	pos
14670	pos
14671	neg
14672	neg
14673	neg
14674	neg
14675	pos
14676	pos
14677	pos
14678	pos
14679	neg
14680	pos
14681	pos
14682	neg
14683	neg
14684	pos
14685	neg
14686	pos
14687	pos
14688	neg
14689	pos
14690	pos
14691	pos
14692	pos
14693	neg
14694	pos
14695	pos
14696	pos
14697	pos
14698	neg
14699	pos
14700	pos
14701	neg
14702	pos
14703	pos
14704	neg
14705	neg
14706	neg
14707	pos
14708	neg
14709	neg
14710	pos
14711	neg
14712	pos
14713	pos
14714	pos
14715	pos
14716	neg
14717	neg
14718	neg
14719	neg
14720	neg
14721	neg
14722	neg
14723	pos
14724	neg
14725	neg
14726	neg
14727	neg
14728	pos
14729	pos
14730	neg
14731	neg
14732	pos
14733	neg
14734	pos
14735	pos
14736	neg
14737	neg
14738	pos
14739	pos
14740	pos
14741	pos
14742	neg
14743	neg
14744	neg
14745	pos
14746	pos
14747	pos
14748	neg
14749	pos
14750	neg
14751	pos
14752	pos
14753	pos
14754	pos
14755	neg
14756	pos
14757	pos
14758	pos
14759	neg
14760	neg
14761	neg
14762	pos
14763	neg
14764	neg
14765	pos
14766	pos
14767	pos
14768	neg
14769	neg
14770	neg
14771	neg
14772	pos
14773	pos
14774	pos
14775	pos
14776	pos
14777	neg
14778	neg
14779	neg
14780	pos
14781	neg
14782	neg
14783	pos
14784	neg
14785	neg
14786	neg
14787	neg
14788	pos
14789	neg
14790	neg
14791	pos
14792	pos
14793	neg
14794	pos
14795	pos
14796	neg
14797	pos
14798	neg
14799	pos
14800	neg
14801	pos
14802	pos
14803	neg
14804	neg
14805	neg
14806	neg
14807	pos
14808	neg
14809	neg
14810	neg
14811	pos
14812	pos
14813	neg
14814	neg
14815	neg
14816	pos
14817	pos
14818	pos
14819	neg
14820	neg
14821	neg
14822	neg
14823	neg
14824	neg
14825	neg
14826	neg
14827	pos
14828	neg
14829	neg
14830	pos
14831	neg
14832	neg
14833	pos
14834	pos
14835	neg
14836	pos
14837	neg
14838	pos
14839	pos
14840	neg
14841	pos
14842	neg
14843	neg
14844	neg
14845	pos
14846	pos
14847	neg
14848	pos
14849	pos
14850	neg
14851	pos
14852	neg
14853	neg
14854	pos
14855	neg
14856	pos
14857	pos
14858	pos
14859	pos
14860	neg
14861	neg
14862	neg
14863	neg
14864	neg
14865	pos
14866	pos
14867	pos
14868	pos
14869	pos
14870	pos
14871	neg
14872	pos
14873	neg
14874	neg
14875	pos
14876	pos
14877	neg
14878	pos
14879	neg
14880	neg
14881	neg
14882	pos
14883	neg
14884	pos
14885	neg
14886	pos
14887	neg
14888	pos
14889	pos
14890	neg
14891	pos
14892	pos
14893	neg
14894	neg
14895	pos
14896	neg
14897	pos
14898	pos
14899	neg
14900	neg
14901	neg
14902	neg
14903	neg
14904	neg
14905	neg
14906	pos
14907	pos
14908	pos
14909	pos
14910	pos
14911	pos
14912	neg
14913	pos
14914	pos
14915	pos
14916	neg
14917	pos
14918	neg
14919	neg
14920	pos
14921	neg
14922	pos
14923	pos
14924	neg
14925	neg
14926	pos
14927	pos
14928	neg
14929	pos
14930	neg
14931	neg
14932	pos
14933	neg
14934	pos
14935	pos
14936	neg
14937	pos
14938	pos
14939	neg
14940	neg
14941	pos
14942	neg
14943	pos
14944	neg
14945	neg
14946	pos
14947	pos
14948	neg
14949	neg
14950	pos
14951	pos
14952	pos
14953	neg
14954	neg
14955	neg
14956	pos
14957	pos
14958	neg
14959	neg
14960	neg
14961	pos
14962	pos
14963	pos
14964	neg
14965	neg
14966	pos
14967	neg
14968	neg
14969	pos
14970	neg
14971	neg
14972	neg
14973	pos
14974	neg
14975	neg
14976	neg
14977	pos
14978	neg
14979	neg
14980	neg
14981	neg
14982	pos
14983	neg
14984	neg
14985	pos
14986	neg
14987	pos
14988	pos
14989	pos
14990	neg
14991	pos
14992	pos
14993	pos
14994	neg
14995	pos
14996	neg
14997	pos
14998	neg
14999	pos
15000	neg
15001	pos
15002	pos
15003	neg
15004	pos
15005	neg
15006	neg
15007	neg
15008	pos
15009	neg
15010	neg
15011	pos
15012	pos
15013	neg
15014	pos
15015	pos
15016	pos
15017	pos
15018	neg
15019	neg
15020	pos
15021	pos
15022	pos
15023	neg
15024	pos
15025	neg
15026	pos
15027	pos
15028	neg
15029	pos
15030	neg
15031	pos
15032	pos
15033	pos
15034	neg
15035	pos
15036	pos
15037	pos
15038	neg
15039	neg
15040	pos
15041	neg
15042	neg
15043	neg
15044	neg
15045	neg
15046	pos
15047	neg
15048	neg
15049	neg
15050	pos
15051	pos
15052	pos
15053	neg
15054	pos
15055	pos
15056	neg
15057	pos
15058	pos
15059	neg
15060	pos
15061	pos
15062	neg
15063	neg
15064	neg
15065	pos
15066	pos
15067	neg
15068	pos
15069	pos
15070	pos
15071	neg
15072	neg
15073	pos
15074	pos
15075	pos
15076	neg
15077	pos
15078	neg
15079	neg
15080	neg
15081	neg
15082	neg
15083	neg
15084	neg
15085	pos
15086	pos
15087	neg
15088	pos
15089	pos
15090	neg
15091	pos
15092	neg
15093	neg
15094	neg
15095	neg
15096	pos
15097	pos
15098	pos
15099	neg
15100	neg
15101	neg
15102	neg
15103	pos
15104	pos
15105	pos
15106	pos
15107	pos
15108	neg
15109	neg
15110	pos
15111	pos
15112	pos
15113	neg
15114	pos
15115	neg
15116	pos
15117	neg
15118	neg
15119	pos
15120	pos
15121	pos
15122	pos
15123	pos
15124	neg
15125	pos
15126	neg
15127	pos
15128	pos
15129	pos
15130	pos
15131	neg
15132	pos
15133	neg
15134	pos
15135	pos
15136	neg
15137	pos
15138	pos
15139	pos
15140	pos
15141	pos
15142	neg
15143	neg
15144	neg
15145	neg
15146	neg
15147	pos
15148	neg
15149	pos
15150	neg
15151	neg
15152	neg
15153	pos
15154	pos
15155	pos
15156	neg
15157	neg
15158	pos
15159	neg
15160	neg
15161	neg
15162	pos
15163	neg
15164	neg
15165	neg
15166	pos
15167	neg
15168	neg
15169	neg
15170	neg
15171	pos
15172	neg
15173	neg
15174	neg
15175	pos
15176	pos
15177	pos
15178	neg
15179	neg
15180	neg
15181	pos
15182	pos
15183	pos
15184	pos
15185	pos
15186	pos
15187	neg
15188	neg
15189	pos
15190	neg
15191	neg
15192	neg
15193	neg
15194	pos
15195	neg
15196	neg
15197	pos
15198	neg
15199	pos
15200	pos
15201	neg
15202	pos
15203	pos
15204	pos
15205	neg
15206	pos
15207	pos
15208	neg
15209	pos
15210	neg
15211	pos
15212	pos
15213	neg
15214	pos
15215	pos
15216	neg
15217	neg
15218	pos
15219	neg
15220	pos
15221	neg
15222	neg
15223	neg
15224	pos
15225	neg
15226	neg
15227	neg
15228	neg
15229	pos
15230	neg
15231	pos
15232	pos
15233	pos
15234	pos
15235	pos
15236	pos
15237	neg
15238	pos
15239	neg
15240	neg
15241	neg
15242	neg
15243	neg
15244	pos
15245	pos
15246	pos
15247	pos
15248	pos
15249	neg
15250	neg
15251	pos
15252	pos
15253	pos
15254	neg
15255	pos
15256	pos
15257	neg
15258	pos
15259	neg
15260	pos
15261	neg
15262	neg
15263	neg
15264	pos
15265	neg
15266	pos
15267	neg
15268	pos
15269	pos
15270	neg
15271	pos
15272	pos
15273	neg
15274	pos
15275	pos
15276	neg
15277	neg
15278	pos
15279	neg
15280	neg
15281	pos
15282	neg
15283	pos
15284	neg
15285	pos
15286	neg
15287	pos
15288	neg
15289	neg
15290	neg
15291	neg
15292	neg
15293	neg
15294	neg
15295	neg
15296	pos
15297	pos
15298	neg
15299	neg
15300	pos
15301	pos
15302	pos
15303	pos
15304	pos
15305	neg
15306	neg
15307	pos
15308	neg
15309	pos
15310	pos
15311	neg
15312	pos
15313	neg
15314	pos
15315	neg
15316	pos
15317	neg
15318	pos
15319	neg
15320	pos
15321	neg
15322	pos
15323	pos
15324	neg
15325	neg
15326	pos
15327	pos
15328	neg
15329	pos
15330	neg
15331	neg
15332	pos
15333	pos
15334	pos
15335	pos
15336	pos
15337	neg
15338	pos
15339	pos
15340	pos
15341	pos
15342	pos
15343	pos
15344	neg
15345	pos
15346	neg
15347	pos
15348	neg
15349	neg
15350	pos
15351	neg
15352	neg
15353	pos
15354	pos
15355	neg
15356	pos
15357	pos
15358	pos
15359	pos
15360	neg
15361	pos
15362	neg
15363	pos
15364	pos
15365	pos
15366	neg
15367	pos
15368	pos
15369	pos
15370	pos
15371	neg
15372	neg
15373	pos
15374	neg
15375	neg
15376	neg
15377	pos
15378	pos
15379	pos
15380	neg
15381	pos
15382	pos
15383	neg
15384	neg
15385	neg
15386	neg
15387	neg
15388	neg
15389	pos
15390	neg
15391	neg
15392	neg
15393	pos
15394	neg
15395	pos
15396	pos
15397	neg
15398	pos
15399	neg
15400	pos
15401	pos
15402	neg
15403	pos
15404	neg
15405	neg
15406	pos
15407	pos
15408	pos
15409	pos
15410	neg
15411	neg
15412	neg
15413	pos
15414	neg
15415	neg
15416	pos
15417	neg
15418	neg
15419	pos
15420	neg
15421	pos
15422	pos
15423	neg
15424	neg
15425	pos
15426	neg
15427	pos
15428	pos
15429	pos
15430	neg
15431	pos
15432	pos
15433	pos
15434	neg
15435	neg
15436	pos
15437	pos
15438	pos
15439	neg
15440	pos
15441	pos
15442	neg
15443	pos
15444	pos
15445	neg
15446	neg
15447	pos
15448	pos
15449	pos
15450	pos
15451	pos
15452	neg
15453	neg
15454	neg
15455	neg
15456	pos
15457	pos
15458	pos
15459	pos
15460	pos
15461	neg
15462	neg
15463	pos
15464	neg
15465	neg
15466	neg
15467	neg
15468	pos
15469	neg
15470	pos
15471	neg
15472	pos
15473	pos
15474	neg
15475	neg
15476	pos
15477	neg
15478	neg
15479	neg
15480	neg
15481	neg
15482	neg
15483	pos
15484	neg
15485	pos
15486	neg
15487	pos
15488	neg
15489	neg
15490	pos
15491	neg
15492	pos
15493	neg
15494	neg
15495	pos
15496	pos
15497	neg
15498	neg
15499	pos
15500	pos
15501	pos
15502	neg
15503	pos
15504	pos
15505	pos
15506	neg
15507	pos
15508	pos
15509	neg
15510	pos
15511	pos
15512	pos
15513	neg
15514	pos
15515	neg
15516	neg
15517	neg
15518	neg
15519	neg
15520	pos
15521	neg
15522	pos
15523	neg
15524	neg
15525	neg
15526	pos
15527	pos
15528	neg
15529	neg
15530	pos
15531	pos
15532	pos
15533	pos
15534	neg
15535	pos
15536	neg
15537	neg
15538	neg
15539	pos
15540	neg
15541	pos
15542	pos
15543	neg
15544	pos
15545	pos
15546	neg
15547	pos
15548	pos
15549	neg
15550	pos
15551	pos
15552	pos
15553	pos
15554	neg
15555	neg
15556	neg
15557	pos
15558	neg
15559	pos
15560	neg
15561	neg
15562	pos
15563	pos
15564	neg
15565	pos
15566	neg
15567	pos
15568	neg
15569	neg
15570	pos
15571	pos
15572	neg
15573	neg
15574	pos
15575	neg
15576	pos
15577	neg
15578	neg
15579	neg
15580	pos
15581	neg
15582	neg
15583	neg
15584	pos
15585	neg
15586	pos
15587	neg
15588	pos
15589	pos
15590	neg
15591	neg
15592	neg
15593	neg
15594	neg
15595	neg
15596	neg
15597	pos
15598	pos
15599	pos
15600	neg
15601	pos
15602	pos
15603	neg
15604	neg
15605	pos
15606	pos
15607	neg
15608	pos
15609	pos
15610	pos
15611	neg
15612	pos
15613	neg
15614	pos
15615	neg
15616	pos
15617	pos
15618	neg
15619	pos
15620	neg
15621	neg
15622	pos
15623	neg
15624	pos
15625	neg
15626	pos
15627	pos
15628	neg
15629	pos
15630	neg
15631	neg
15632	neg
15633	neg
15634	neg
15635	neg
15636	neg
15637	neg
15638	neg
15639	pos
15640	neg
15641	pos
15642	pos
15643	neg
15644	neg
15645	pos
15646	pos
15647	pos
15648	neg
15649	neg
15650	neg
15651	pos
15652	pos
15653	pos
15654	pos
15655	neg
15656	neg
15657	neg
15658	pos
15659	neg
15660	pos
15661	neg
15662	neg
15663	pos
15664	pos
15665	neg
15666	pos
15667	pos
15668	pos
15669	neg
15670	neg
15671	pos
15672	neg
15673	pos
15674	pos
15675	neg
15676	neg
15677	pos
15678	pos
15679	pos
15680	neg
15681	pos
15682	neg
15683	pos
15684	pos
15685	pos
15686	pos
15687	pos
15688	pos
15689	pos
15690	neg
15691	neg
15692	pos
15693	neg
15694	pos
15695	pos
15696	pos
15697	neg
15698	pos
15699	pos
15700	neg
15701	pos
15702	neg
15703	pos
15704	pos
15705	pos
15706	neg
15707	pos
15708	neg
15709	neg
15710	neg
15711	neg
15712	neg
15713	neg
15714	neg
15715	pos
15716	pos
15717	pos
15718	pos
15719	neg
15720	pos
15721	neg
15722	neg
15723	neg
15724	neg
15725	neg
15726	pos
15727	pos
15728	neg
15729	pos
15730	neg
15731	neg
15732	pos
15733	pos
15734	pos
15735	pos
15736	neg
15737	neg
15738	neg
15739	neg
15740	neg
15741	neg
15742	neg
15743	pos
15744	neg
15745	pos
15746	pos
15747	pos
15748	pos
15749	pos
15750	neg
15751	pos
15752	neg
15753	pos
15754	neg
15755	neg
15756	pos
15757	neg
15758	neg
15759	neg
15760	neg
15761	neg
15762	pos
15763	pos
15764	pos
15765	neg
15766	pos
15767	pos
15768	pos
15769	pos
15770	neg
15771	neg
15772	pos
15773	pos
15774	pos
15775	pos
15776	neg
15777	neg
15778	pos
15779	neg
15780	pos
15781	neg
15782	neg
15783	pos
15784	pos
15785	pos
15786	neg
15787	neg
15788	neg
15789	neg
15790	pos
15791	neg
15792	pos
15793	neg
15794	pos
15795	pos
15796	pos
15797	neg
15798	pos
15799	neg
15800	pos
15801	neg
15802	neg
15803	pos
15804	neg
15805	pos
15806	neg
15807	neg
15808	neg
15809	neg
15810	neg
15811	pos
15812	neg
15813	pos
15814	neg
15815	neg
15816	neg
15817	pos
15818	pos
15819	neg
15820	pos
15821	neg
15822	pos
15823	pos
15824	pos
15825	neg
15826	pos
15827	neg
15828	pos
15829	pos
15830	pos
15831	neg
15832	pos
15833	neg
15834	pos
15835	neg
15836	pos
15837	neg
15838	pos
15839	neg
15840	neg
15841	neg
15842	neg
15843	neg
15844	neg
15845	neg
15846	pos
15847	neg
15848	pos
15849	neg
15850	pos
15851	neg
15852	neg
15853	pos
15854	pos
15855	pos
15856	neg
15857	pos
15858	neg
15859	neg
15860	pos
15861	pos
15862	neg
15863	neg
15864	neg
15865	pos
15866	pos
15867	pos
15868	neg
15869	neg
15870	neg
15871	neg
15872	pos
15873	pos
15874	neg
15875	pos
15876	neg
15877	neg
15878	neg
15879	pos
15880	neg
15881	pos
15882	pos
15883	pos
15884	pos
15885	neg
15886	pos
15887	neg
15888	pos
15889	neg
15890	neg
15891	neg
15892	neg
15893	neg
15894	neg
15895	neg
15896	pos
15897	neg
15898	neg
15899	pos
15900	neg
15901	pos
15902	neg
15903	pos
15904	neg
15905	neg
15906	neg
15907	pos
15908	neg
15909	neg
15910	pos
15911	neg
15912	neg
15913	pos
15914	neg
15915	neg
15916	neg
15917	neg
15918	neg
15919	neg
15920	pos
15921	neg
15922	neg
15923	neg
15924	neg
15925	neg
15926	neg
15927	pos
15928	pos
15929	pos
15930	pos
15931	neg
15932	neg
15933	pos
15934	neg
15935	neg
15936	pos
15937	neg
15938	pos
15939	neg
15940	neg
15941	pos
15942	neg
15943	neg
15944	neg
15945	pos
15946	neg
15947	neg
15948	pos
15949	pos
15950	pos
15951	neg
15952	neg
15953	pos
15954	neg
15955	neg
15956	neg
15957	neg
15958	neg
15959	pos
15960	neg
15961	neg
15962	neg
15963	neg
15964	pos
15965	pos
15966	neg
15967	pos
15968	pos
15969	neg
15970	neg
15971	pos
15972	neg
15973	pos
15974	neg
15975	neg
15976	pos
15977	pos
15978	pos
15979	pos
15980	neg
15981	neg
15982	neg
15983	pos
15984	neg
15985	neg
15986	pos
15987	pos
15988	pos
15989	neg
15990	neg
15991	pos
15992	pos
15993	pos
15994	neg
15995	pos
15996	neg
15997	pos
15998	pos
15999	pos
16000	neg
16001	pos
16002	pos
16003	neg
16004	neg
16005	pos
16006	pos
16007	pos
16008	pos
16009	pos
16010	neg
16011	neg
16012	pos
16013	neg
16014	pos
16015	pos
16016	pos
16017	pos
16018	neg
16019	pos
16020	neg
16021	pos
16022	neg
16023	neg
16024	neg
16025	neg
16026	pos
16027	neg
16028	pos
16029	pos
16030	pos
16031	neg
16032	pos
16033	pos
16034	neg
16035	pos
16036	neg
16037	neg
16038	neg
16039	neg
16040	pos
16041	pos
16042	neg
16043	neg
16044	pos
16045	neg
16046	pos
16047	neg
16048	pos
16049	pos
16050	pos
16051	neg
16052	neg
16053	pos
16054	pos
16055	neg
16056	pos
16057	pos
16058	neg
16059	neg
16060	neg
16061	neg
16062	pos
16063	pos
16064	pos
16065	pos
16066	neg
16067	pos
16068	neg
16069	pos
16070	pos
16071	neg
16072	pos
16073	pos
16074	pos
16075	pos
16076	neg
16077	pos
16078	neg
16079	pos
16080	pos
16081	neg
16082	neg
16083	pos
16084	pos
16085	pos
16086	neg
16087	neg
